@RELATION psd
@ATTRIBUTE id integer
@ATTRIBUTE text string
@ATTRIBUTE class {E,D}

@DATA
75, ' Economia e Emprego foi o tema escolhido pelo Grupo Parlamentar do PSD para o agendamento potestativo marcado para esta quinta-feira. Os social-democratas levarão, assim, a discussão três linhas de força: um País que cresce, mas abaixo da maioria dos países da União Europeia; a questão: o que tem feito o Governo para promover esse crescimento?; e ainda, a necessidade de refletir sobre o futuro O Grupo Parlamentar do PSD leva, esta quinta-feira, a debate em plenário o tema Economia e Emprego. De acordo com o presidente da bancada social-democrata este tema foi escolhido pela direção do grupo parlamentar para dar um sinal de que os tempos estão a mudar a grande velocidade.Os deputados colocarão, assim, em discussão três linhas de força, avançou Fernando Negrão à newsletter do PSD. Neste sentido, será abordado o crescimento que Portugal tem registado. Ficamos satisfeitos, referiu o líder parlamentar para, logo, manifestar que os social-democratas também estão insatisfeitos, já que o País continua a crescer muito abaixo da grande maioria dos países da União Europeia.Para o presidente do grupo parlamentar, a conjuntura nacional e internacional nunca foi tão favorável como a atual. Referindo-se a esta como a segunda linha de força, lembrou que a atualidade é marcada, por exemplo, por juros baixos, pelos preços, também baixos, do petróleo e, ainda, pelo crescimento da economia mundial e da Europa, em especial de Espanha que é um dos maiores compradores dos produtos portugueses, assinalou. Quis, neste contexto perguntar: o que é que este Governo faz para o crescimento da economia, uma vez que não surge uma ideia, uma reforma, uma iniciativa e todo o crescimento se deve, única e exclusivamente, a empresários e trabalhadores?Fernando Negrão destacou que a terceira linha de força incidirá no futuro. Temos de pensar nas relações laborais e na economia, defendeu. Segundo alertou o líder parlamentar, as relações laborais estão a mudar profundamente. Lembrou que os jovens hoje preferem, por exemplo, ter o controlo de um projeto (e trabalhar projeto a projeto) do que serem empregados assalariados. Para o presidente do Grupo Parlamentar, é necessário olhar para o futuro, em nome das gerações mais novas e salvaguardando os direitos dos que trabalham, salientou.', 'D'
76, 'Rui Rio recebeu esta segunda-feira Aurélio Martins, Presidente do Movimento de Libertação de São Tomé e Príncipe – Partido Social Democrata (MLSTP/PSD), num encontro que, tal como o último refere, teve um balanço positivo.  Viemos saudar o presidente do PSD, partido amigo do MLSTP/PSD. Abordámos a situação interna dos nossos dois partidos e também de São Tomé e Príncipe, disse.Em cima da mesa esteve não só a ligação entre os dois países, como as eleições que se avizinham em São Tomé e Príncipe. Tal como Aurélio Martins reforçou, nós vamos ter eleições este ano. Portanto tivemos de ouvir o conselho de alguém com experiência como o Dr. Rui Rio, disse, aproveitando ainda para falar do que são as perpetivas futuras. Vídeo aqui Após o encontro, que decorreu na sede nacional, o Presidente do PSD reiterou que é sempre interessante ouvir e trocar experiências com países amigos e países de língua oficial portuguesa. A língua portuguesa e a CPLP foram precisamente alguns dos temas em cima da mesa, tendo Rui Rio destacado a importância da língua de Camões: temos um ativo fantástico que vamos aproveitando, mas que temos de ser capazes de aproveitar muito mais. O diálogo bilateral com todos os países da CPLP é fundamental. Temos a Europa, mas depois temos o Atlântico, que para nós é ainda mais antigo. Também o presidente do MLSTP/PSD destacou a importância do diálogo e da concertação. Em São Tomé e Príncipe, também como um dos países membros da CPLP, também tivemos de olhar para essas concertações entre os partidos, disse. Fotografias do encontro disponíveis aqui.  ', 'D'
77, ' O PSD quer saber se o Governo e a Santa Casa da Misericórdia de Lisboa já receberam o estudo de avaliação independente sobre o real valor do Banco Montepio Geral e, em caso afirmativo, qual é o valor apurado nesse estudo. Estas são duas das questões colocadas pelo grupo parlamentar do PSD ao ministro do Trabalho, Solidariedade e Segurança Social, esta terça-feira.O primeiro vice-presidente da bancada do PSD, Adão Silva, justificou o pedido de esclarecimentos ao Governo em declarações à agência Lusa: Temos informação recente de que o estudo que foi encomendado pela Santa Casa, e que é considerado pedra fundamental para a decisão, já estará concluído e nós queremos que o Ministério do Trabalho, Solidariedade e Segurança Social nos informe sobre vários aspetos ligados a este estudo. Nomeadamente, sublinhou Adão Silva, o PSD quer saber qual é a possibilidade de a Santa Casa entrar mesmo no capital do banco?Face às muitas dúvidas e informações contraditórias que têm vindo a público, os deputados do PSD querem também saber se o ministro Vieira da Silva autoriza a Santa Casa a adquirir uma participação qualificada no Montepio Geral e quais o valor e percentagem envolvidos nessa participação. E pedem ainda o acesso ao estudo ou o seu envio para a Assembleia da República.Neste momento, não sabemos se a Santa Casa já desistiu de ter uma participação no Montepio ou se persiste essa vontade. Como o estudo era essencial, queremos saber o que diz, afirmou o vice-presidente da bancada social-democrata.Apesar do cuidado que o PSD tem colocado no acompanhamento deste assunto, os deputados social-democratas consideram, ainda assim, que o mesmo continua a revelar-se de uma opacidade incompatível com o papel de fiscalização que compete à AR.Estamos muito preocupados com esta situação, reforçou Adão Silva, que lembrou a posição assumida no último debate quinzenal com o primeiro-ministro: Pela voz do líder parlamentar Fernando Negrão, o PSD já disse que somos contra esta participação e vamos usar todos os mecanismos parlamentares necessários para impedir que se venha a concretizar. A missão da Santa Casa é acorrer às dificuldades das pessoas e das famílias e não dos bancos, sintetizou.  Perguntas ao ministro do Trabalho, Solidariedade e Segurança Social ', 'D'
78, ' José Manuel Fernandes foi escolhido como relator do Parlamento Europeu para a mobilização do Fundo de Solidariedade da União Europeia para apoio às populações afetadas pelos incêndios ocorridos em Portugal, em 2017.Prevê-se que Portugal venha a receber mais de 50 milhões para apoiar as populações e as regiões afetadas, depois da destruição provocada pelos incêndios florestais do ano passado, que causaram prejuízos avaliados em cerca de 1.458 mil milhões de euros e uma área ardida superior a 400 mil hectares.O eurodeputado do PSD defende que é fundamental que o Governo nessa reprogramação não se esqueça das populações e das zonas afetadas e pede celeridade na decisão do Parlamento e do Conselho para que o dinheiro chegue rapidamente às populações e se acelere o processo de reconstrução das áreas devastadas.José Manuel Fernandes irá ainda propor que o Parlamento recomende que a Comissão aprove a reprogramação do Portugal 2020 para fazer face aos prejuízos e ajudar as populações afetadas pelas tragédias ocorridas em 2017.O relatório será apresentado na Comissão de Orçamentos do Parlamento Europeu, no próximo dia 22 de março, e votado em Plenário no final de maio.', 'D'
79, ' O PSD considera que o texto aprovado em Conselho de Ministros não é equitativo no que concerne ao concurso interno antecipado de professores, pelo que requererá a sua apreciação parlamentar.Aprovado pelo Governo em 8 de fevereiro e promulgado em 1 de março, o diploma prevê a criação de diversos concursos para recrutamento de docentes, entre estes um concurso interno antecipado, ao qual também o Presidente da República aponta reticências na nota publicada acerca da promulgação.Margarida Mano, vice-presidente do Grupo Parlamentar do PSD anunciou, na sexta-feira, que o PSD requererá a apreciação parlamentar e deu voz à vontade de resolução deste problema, afirmando que será importante que o Parlamento aprecie o diploma face a diversos problemas que surgiram na colocação de professores no ano letivo e que queremos que seja possível corrigir em sede parlamentar".A solução aprovada pelo Executivo não satisfaz as exigências dos professores prejudicados no concurso de mobilidade interna para o ano letivo em curso, cujas listas de colocação foram divulgadas em 25 de agosto de 2017.Assim, em causa no pedido de apreciação parlamentar estão alterações de critérios que eram desconhecidos por parte dos professores quando concorreram aos concursos de recrutamento e que modificaram os termos de colocação. De acordo com Margarida Mano, o PSD requer a apreciação parlamentar porque os professores concorreram com convicção de que os critérios seriam os mesmos. Acrescenta que o objetivo do PSD é introduzir maior justiça neste processo.Em 2017, ao contrário de anos anteriores, o Ministério da Educação não levou a concurso na mobilidade interna horários incompletos, limitando o universo de horários e de escolas a que os professores dos quadros se podiam candidatar no concurso que serve para permitir aos docentes aproximações à sua zona de residência.A solução apresentada pela tutela fecha a possibilidade de colocação dos professores nos horários a que inicialmente esperavam poder ter concorrido, uma vez que só irão ao concurso de mobilidade interna extraordinário os horários disponíveis.', 'D'
80, ' Eleito pelo círculo de Évora, o social-democrata António Costa Silva destaca que o lançamento do concurso para a construção da ferrovia entre Évora e Elvas e o início da obra entre Elvas e Caia são importantes para o País. Alerta, contudo, que prevalece a incerteza no que respeita, por exemplo, às paragens dos comboios de mercadorias ou às expropriações O projeto é importante, mas existem condicionalismos decisivos, salientou o social-democrata António Costa Silva no dia em que foi lançado o concurso para a ligação ferroviária entre Évora e Elvas e em que se lançou, também, o concurso para a construção da linha ferroviária entre Évora e Caia. O deputado eleito pelo círculo de Évora referiu, assim, à newsletter do PSD que não existem indicações claras no que se refere, por exemplo, a paragens dos comboios de mercadorias ou a expropriações.António Costa Silva afirmou que não podem existir dúvidas de que se trata de um investimento importante e estruturante para a região e para o País, que contribuirá para a promoção da competitividade da economia portuguesa. Denunciou, contudo, e referindo-se ao distrito que representa, que em nenhum documento oficial são conhecidos os sítios onde o comboio de mercadorias vai parar. Para o social-democrata, é essencial que os comboios, que venham a percorrer a linha ferroviária, sirvam o território e, por conseguinte, as empresas e populações.Lembrou, a este propósito, um projeto de resolução apresentado em 2016 na Assembleia da República a recomendar ao Governo a adoção de medidas para assegurar a paragem de comboios de mercadorias no Alentejo [Évora, Vendas Novas e zona dos mármores (Estremoz, Borba e Vila Viçosa)]. Apesar de visar, por exemplo, a promoção da competitividade das empresas e, consecutivamente, da região, esse projeto foi chumbado no verão de 2017 pelos partidos da geringonça, explicou. Curiosamente, a CDU anda a propor aquilo que defendíamos, apontou, referindo ainda que o PSD propôs esse mesmo texto à Assembleia Municipal de Évora, tendo sido aí aprovado por unanimidade. Proprietários desconhecem plano do Governo para as expropriaçõesHoje, no dia do anúncio pomposo da obra, os proprietários ainda não conhecem o plano do Governo para as expropriações, alertou António Costa Silva, referindo-se à inexistência de informação sobre, por exemplo, quanto e quando os proprietários vão receber pela expropriação dos terrenos. As pessoas não sabem com que regras vão trabalhar, estão fartas de enviar cartas à Infraestruturas de Portugal, não têm resposta ou, quando têm, são muito vagas, continuou. Em dia dedicado ao círculo eleitoral pelo qual foi eleito, o social-democrata reforçou: ainda hoje ouvi proprietários a queixarem-se desta situação, os donos das terras não conhecem aquilo a que têm direito. Foi claro ao destacar que a incerteza é muito grande.António Costa assinalou, ainda, que a intenção de ligar Sines à Europa já vinha do Governo anterior, estando previsto no Plano Estratégico dos Transportes e Infraestruturas (PETI).', 'D'
81, ' Em visita à BTL, o líder do PSD referiu que a economia está a crescer, mas cada vez menos. Salientou que não está tudo bem em Portugal, como disso são exemplo a Saúde, a Educação ou a política florestal, pelo que cabe à oposição obrigar o Governo a fazer bem". Assinalando a dinâmica do Turismo, Rui Rio alertou que é necessário impulsionar a competitividade de toda a economia portuguesa  O Turismo foi sempre uma área crucial para a economia portuguesa, disse esta quinta-feira o Presidente do PSD em visita à Bolsa de Turismo de Lisboa (BTL). Atualmente, um pouco mais, continuou para, logo, defender que o País deve dar a devida atenção ao setor, a fim de não matar a galinha dos ovos de ouro. Salientando que o Turismo é fundamental (e que, por isso mesmo, deve ser acarinhado), o líder do PSD assinalou que o País não pode estar dependente de um só setor, mas deve promover a competitividade de toda a economia portuguesa.Rui Rio, ao responder aos jornalistas sobre o impacto do crescimento económico na forma de fazer oposição, destacou que a economia não está a correr tão bem assim, já que cresce cada vez menos. Diga-se de passagem que já está a definhar, acrescentou.O Presidente do PSD começou por explicar que é sempre mais fácil fazer oposição quando a economia corre mal para, depois, defender que há vida e País para lá da economia. Foi claro ao dizer que há muitas coisas em Portugal que não estão bem, pelo que cabe à oposição obrigar o Governo a fazer bem. Não vou deixar de conseguir oposição porque alguns indicadores estão bons, esclareceu. Perguntou, por isso, se na Saúde, Educação ou na política florestal está tudo bem. E respondeu: sabemos que não está. Não vamos olhar só para a economia, garantiu. Debates quinzenais têm de ser mais calmos e esclarecedoresSobre a estreia de Fernando Negrão enquanto líder parlamentar, Rui Rio manifestou-se agradado com o debate como um todo e defendeu que os debates quinzenais, a existirem, têm de ser mais calmos e esclarecedores. E foi mais longe: quando transformamos o Parlamento numa arena, de uns contra os outros a gritar, acho que isso descredibiliza o Parlamento e os protagonistas. Para o Presidente do PSD, o debate desta quarta-feira teve um cariz diferente e, na sua opinião, melhor, muito pelo tom que o Dr. Fernando Negrão lhe imprimiu. Argumentou que não só a imagem do Parlamento sai reforçada, mas também a discussão se torna mais credível.Assinalando que enquanto foi deputado à Assembleia da República não esteve sempre de acordo com tudo, o líder do PSD reforçou que conta com os 89 deputados que integram a bancada social-democrata. Se houver alguns que não quiserem colaborar, não os posso obrigar, disse, acrescentando que a consciência deles é que dirá. Afirmou, ainda, que a reunião com o Grupo Parlamentar acontecerá numa primeira oportunidade, depois da eleição dos coordenadores e vice-coordenadores (agendada para esta sexta-feira).  Vídeo disponível aqui   ', 'D'
82, ' Os coordenadores e vice-coordenadores do Grupo Parlamentar do PSD foram eleitos esta sexta-feira, com 65 votos favoráveis. A direção do Grupo Parlamentar ficou satisfeita, afirmou o líder da bancada. Segundo disse Fernando Negrão, dá-se assim continuidade à construção de um caminho de unidade e coesão. Comissões | Coordenadores e vice-coordenadores eleitos Comissão de Assuntos Constitucionais, Direitos, Liberdades e GarantiasCoordenador: Andreia NetoVice-coordenador: Sandra Pereira Comissão de Negócios Estrangeiros e Comunidades PortuguesasCoordenador: José CesárioVice-coordenador: Paulo Neves Comissão de Defesa NacionalCoordenador: Pedro RoqueVice-coordenador: Bruno Vitorino Comissão de Assuntos EuropeusCoordenador: Carlos GonçalvesVice-coordenador: Ana Oliveira Comissão de Orçamento, Finanças e Modernização AdministrativaCoordenador: Duarte PachecoVice-coordenador: Cristóvão Crespo; Inês Domingos Comissão de Economia, Inovação e Obras PúblicasCoordenador: Paulo RiosVice-coordenador: Joel Sá; Fátima Ramos Comissão de Agricultura e MarCoordenador: Maurício MarquesVice-coordenador: António Lima Costa Comissão de Educação e CiênciaCoordenador: Pedro PimpãoVice-coordenador: Álvaro Batista Comissão de SaúdeCoordenador: Ricardo Baptista LeiteVice-coordenador: Luís Vales Comissão de Trabalho e Segurança SocialCoordenador: Mercês BorgesVice-coordenador: Clara Marques Mendes Comissão de Ambiente, Ordenamento do Território, Descentralização e Poder LocalCoordenador: Jorge Paulo OliveiraVice-coordenador: Bruno Coimbra Comissão de Cultura, Comunicação, Juventude e DesportoCoordenador: José Carlos BarrosVice-coordenador: Susana Lamas', 'D'
83, 'O vice-presidente do PSD, Salvador Malheiro, foi o convidado desta sexta-feira do almoço-debate do Internacional Club of Portugal. O também presidente da Câmara Municipal de Ovar falou sobre Ambiente e Energia ao serviço do crescimento económico. Vídeo disponível aqui.', 'D'
84, 'O PSD defendeu, esta sexta-feira na Assembleia da República, que é contra qualquer alteração que os portugueses não compreenderiam, tal como tem defendido o Presidente do PSD no que se refere à isenção de IVA para os partidos políticos. Vídeo disponível aqui.', 'D'
85, ' O Presidente do PSD lembrou, depois de um encontro com Assunção Cristas, que PSD e CDS sempre tiveram um bom relacionamento e que os une o facto de não se reverem nesta solução governativa. Contudo, cada um segue o seu caminho, disse. Esclareceu, ainda, que o entendimento entre partidos é essencial para que se alcancem reformas que perdurem no tempo Temos ideias comuns naquilo que de mau tem esta governação, afirmou esta quinta-feira o líder do PSD, após um encontro com Assunção Cristas. Há uma coisa que nos une: sermos oposição ao Governo, fazendo cada um o seu caminho, explicou, depois de ter lembrado que o bom relacionamento que sempre existiu entre o PSD e o CDS.Rui Rio referiu-se à existência de uma visão comum em que nem o PSD, nem o CDS se reveem nesta solução governativa, lembrando um passado em que presidiu ao município do Porto, durante três mandatos, em coligação com o mesmo partido, o que acontecera também nos anos em que assumiu a liderança da Associação de Estudantes da Faculdade de Economia do Porto.Ambos os partidos, segundo disse o Presidente do PSD, têm uma ideia comum e que passar por substituir esta solução governativa. Portanto, nas próximas eleições legislativas há que fazer um esforço nesse sentido, acrescentou, destacando que cada um segue o seu caminho, pese embora se venham a cruzar com muita facilidade por serem oposição. Entendimento entre partidos: Realizar reformas estruturais que de outra forma não haveráRui Rio lembrou que tem feito um esforço mostrar a necessidade de haver entendimentos entre os partidos que, por sua vez, possam conduzir a reformas estruturais que de outra forma não haverá. Se não nos entendermos, há reformas que nunca serão feitas e que já o deviam ter sido, assegurou. Disse ter encontrado, quer no encontro com o primeiro-ministro, quer com a líder do CDS, recetividade para esta ideia e vontade de participarmos em conjunto nesse caminho.Esclareceu nunca ter dito que queria fazer um acordo com o PS. Disse sempre que queria fazer acordos estruturais com todos os partidos, explicou para, depois, explicar: as medidas que venham a ser tomadas têm de ser muito fortes, de modo a perdurarem no tempo. Se for por acordo de todos lá ficarão, afirmou Rui Rio, acrescentando que caso os partidos não estejam de acordo poderão vir a ser alteradas com, por exemplo, a tomada de posse de um novo governo.Justiça, sistema político, descentralização, Segurança Social, natalidade ou desertificação do interior têm sido alguns dos temas que o líder do PSD tem levado às reuniões com o Presidente da República, com o primeiro-ministro e, agora, com a presidente do CDS e nos quais poderá ser possível chegar a acordo, disse. Assista ao vídeo aqui ', 'D'
86, '  ', 'D'
87, 'No primeiro debate quinzenal enquanto líder parlamentar, Fernando Negrão destacou que o GPPSD fará uma oposição firme e responsável, tendo como preocupação o interesse nacional. Reforçou que o PSD é contra a entrada de capital da SCML no Montepio, já que se trata de uma operação de grande risco É para trabalhar em nome do interesse nacional, foi para isso que fomos eleitos, que aqui estamos, disse esta quarta-feira Fernando Negrão naquele que foi o seu primeiro debate quinzenal enquanto líder da bancada social-democrata. O presidente do Grupo Parlamentar do PSD (GPPSD) cumprimentava, assim, todas as bancadas, incluindo o Bloco de Esquerda, apesar de ter dito que não queria nada com o PSD, assinalou, salientando a profunda cultura democrática de que são dotados os deputados social-democratas.Destacando que lidera uma bancada de oposição, garantiu que essa mesma oposição será exercida de forma responsável, construtiva, mas firme, tendo como linha orientadora o interesse nacional. É, aliás, em prol do interesse do País que a bancada do PSD manifesta disponibilidade para dialogar e chegar a acordo no que respeita a grandes questões de interesse nacional e de regime. Referiu-se, contudo, à atitude de firmeza que se exige em relação à governação, já que o PSD não abdica de representar os portugueses que não se reveem neste Governo. SCML no Montepio: Entrada de capital é uma operação de grande riscoFernando Negrão levou ao debate quinzenal a questão da entrada da Santa Casa da Misericórdia de Lisboa (SCML) no capital do Montepio. Garantiu que a posição social-democrata é muito clara: somos contra, em qualquer circunstância. Lembrou que o próprio líder do PSD já o disse, claramente. Justificou esta posição com o facto de o dinheiro dos pobres e das obras sociais não dever ter por destino os bancos. Trata-se, segundo argumentou, de uma questão de princípio para nós.A entrada de capital no Montepio é considerada uma operação de grande risco, alertou o presidente da bancada, pelo que garantiu: se houver o mínimo sinal de que esta operação não acautela os interesses financeiros da SCML, o grupo parlamentar está disposto a usar todos os instrumentos parlamentares à sua disposição para fiscalizar e para investigar até às últimas consequências.Fernando Negrão quis, assim, questionar o Executivo sobre se a decisão está tomada, que valor acarreta e em que condições poderá acontecer. Lembrando que o ministro da área já falou na construção de um banco de Economia Social e que a SCML já indicou alguém para a representar na administração do Montepio, insistiu: tudo o que envolva banca é sempre de alto risco que não deve ser assumido pelas entidades sociais, mas por entidades privadas que têm o dever e a obrigação de assumir esses riscos.O líder parlamentar aproveitou para assinalar que o passado não aconselha operações com risco desta natureza. E dirigiu uma crítica: o que me espanta é ver um governo de esquerda a tomar uma decisão destas, para mais com o silêncio do PCP e BE. Foi mais ainda mais longe: isto faz-me lembrar o Robin dos Bosques, mas ao contrário: é tirar dinheiro dos pobres para pôr nos bancos.Desafiou, assim, o Governo a pronunciar-se sobre o motivo pelo qual entidades como a Caixa de Crédito Agrícola não aceitaram fazer parte do capital do Montepio Geral. Porque é que mais nenhuma misericórdia acompanhou a Santa Casa? Qual a razão de não ter aparecido nenhum investidor privado?. Isto diz tudo sobre o risco desta operação, concluiu Fernando Negrão, salientando tratar-se de dinheiro da ação social.  Mais aqui', 'D'
88, ' O Presidente do PSD reuniu hoje, na sede nacional do Partido, com Manuel Castro Almeida e Álvaro Amaro, os dois coordenadores nomeados para tratar dos dossiers do próximo Quadro de Apoios Comunitários e da Descentralização, respetivamente.No encontro com Rui Rio estiveram ainda presentes vários autarcas do PSD com representação nos órgãos da direção da Associação Nacional de Municípios, assim como um representante da Área Metropolitana de Lisboa e do Porto. Em cima da mesa esteve a discussão dos dois temas.', 'D'
89, ' O PSD está ativamente ao lado do Governo para que o País possa ganhar o mais possível no envelope financeiro do próximo quadro comunitário de apoio. Castro Almeida reitera a disponibilidade do Partido Social Democrata para apoiar o Governo na defesa do interesse nacional em Bruxelas, quando forem distribuídas as verbas para o Portugal 2030.Para o vice-presidente do partido, a participação do PSD na negociação do Portugal 2030 deve ter como critério principal o interesse dos portugueses: Se é bom para o País, o PSD deve estar alinhado com o interesse do País. Justifica-se, por isso, que haja este diálogo e a procura de consenso entre o principal partido de oposição e que aspira a ser governo, que é o PSD neste momento.Em declarações exclusivas, o coordenador para o tema do próximo quadro comunitário de apoio, apontado por Rui Rio, fala sobre a primeira fase de negociações com o Executivo de António Costa, que espera que esteja concluída até ao verão. Uma fase que consiste em definir um pacote financeiro, ou seja, estabelecer quanto dinheiro virá para Portugal. Castro Almeida não hesita: Do lado do PSD, nós vamos ajudar o Governo, dar força ao Governo. Vamos estar ao lado do Governo, para que o Governo possa trazer para Portugal o máximo de fundos europeus. Não temos nenhuma dúvida a este respeito.Castro Almeida faz valer as vantagens do apoio social-democrata nas negociações em Bruxelas. É que o PSD integra a família do Partido Popular Europeu, a maior força política no contexto comunitário. Dá-se até a circunstância de que o coordenador do PPE na comissão de orçamento, que é muito importante, é um deputado português, acrescenta.A disponibilidade do PSD é total, nesta primeira fase de negociações do Portugal 2030. O vice-presidente avisa, contudo, que, num segundo momento, vamos discutir com o Governo as principais prioridades e quanto dinheiro vamos afetar a cada uma e aí vamos ter diferenças de opiniões, que vamos procurar consensualizar, aplanar divergências, tentar chegar a acordo.  Assista à entrevista aqui  ', 'D'
90, ' O Presidente do PSD reforçou esta segunda-feira, após encontro com o Presidente da República em Belém, que as reformas estruturais têm de ser devidamente pensadas, estruturadas, articuladas e conversadas. O diálogo deve, pois, acontecer não só dentro do partido, como com outros partidos, disse, relembrando a disponibilidade demonstrada pelos social-democratas para dialogar sobre descentralização e fundos comunitários.Segundo disse Rui Rio, o Presidente da República pode ter, naturalmente, um papel muito importante no sentido da aproximação dos partidos para o diálogo construtivo relativamente a matérias que, sem esse diálogo, não é possível fazer. Afirmou, assim, que a reunião permitiu passar em revista os diversos temas nacionais da atualidade, assim como outros de carácter estrutural e não conjuntural.', 'D'
91, ' Fernando Negrão alerta para a falta de condições identificada em vários estabelecimentos prisionais. Defende, por isso, a necessidade de se voltar a investir numa área que é de soberania. A bancada social-democrata solicitou a audição da ministra da Justiça, na sequência do relatório do Comité Europeu de Prevenção da Tortura  A atenção do Governo tem de redobrar, tem de estar muito mais atento ao que se passa no sistema prisional, disse esta terça-feira o líder parlamentar do PSD, Fernando Negrão, na sequência da divulgação de um relatório do Comité Europeu de Prevenção da Tortura (CPT) do Conselho da Europa. O social-democrata considera, assim, existirem três problemas principais, nomeadamente: falta de investimento, de recrutamento de novos guardas e de formação.Fernando Negrão defende que os dados agora divulgados devem resultar em ações, já que é inadmissível que tenhamos um sistema prisional que dá origem a situações desta natureza. O Presidente da bancada social-democrata alerta que se trata de uma área de soberania na qual é fundamental voltar a investir, pois há estabelecimentos prisionais que não têm as mínimas condições, nem para quem lá trabalha, nem para reclusos.Com um diagnóstico tão negativo, impõe-se ouvir a ministra da Justiça, escrevem os deputados do PSD num requerimento dirigido à Comissão de Assuntos Constitucionais, Direitos, Liberdades e Garantias. Pretendem, assim, perceber a dimensão do problema tratado no relatório e as medidas que estão a ser empreendidas para a sua resolução. PSD EXPLICA relatório do Comité para a Prevenção da Tortura O relatório internacional, divulgado esta terça-feira, resulta de uma visita do Comité para a Prevenção da Tortura que decorreu entre 26 de setembro e 7 de outubro de 2016. A delegação visitou estabelecimentos prisionais, unidades hospitalares prisionais, e analisou queixas de violência e de maus-tratos, assim como o próprio sistema de investigação interna das mesmas.De acordo com o relatório, foram registadas agressões nos estabelecimentos prisionais de Caxias, Lisboa, Montijo e Leiria, bem como problemas de sobrelotação. Em Caxias e Setúbal foram detetadas áreas degradadas e excesso de isolamento na prisão de alta segurança em Monsanto.No que ao Estabelecimento Prisional de Lisboa se refere, foi indicada a falta de segurança ou de condições, bem como a existência de uma desproporção entre guardas e reclusos.', 'D'
92, 'Há bastante sintonia, referiu o vice-presidente do PSD, Castro Almeida, depois da primeira reunião com o ministro do Planeamento e das Infraestruturas sobre o próximo quadro comunitário. Estou convencido de que vai ser possível chegar a acordo, acrescentou o social-democrata esta terça-feira, em Lisboa. Prevê-se que o próximo encontro seja mais alargado e que venha a acontecer dentro de duas semanas.Este encontro marcou, assim, o início do diálogo entre o PSD e o Governo. Depois de o líder social-democrata ter defendido um esforço dos vários partidos em benefício do País e de ter anunciado como prioritários os temas do quadro comunitário de apoio e da descentralização, o vice-presidente Castro Almeida reuniu-se, então, com Pedro Marques.Manuel Castro Almeida foi designado coordenador para o tema do próximo quadro comunitário de apoio na primeira reunião da Comissão Política Nacional. Defendendo que o trabalho a desenvolver deve ser sério, o vice-presidente explicou, em declarações nesta segunda-feira, que o objetivo é procurar articular posições com o Governo, para que se possa apresentar em Bruxelas com o conforto de um grande consenso nacional. O PSD pretende, assim, dar força negocial às posições de Portugal junto da União Europeia.Para o efeito, numa primeira instância prevê-se um diálogo a propósito do próximo ciclo de fundos europeus para, depois, abordar questões internas cujo consenso, segundo realça o ex-secretário de Estado do Desenvolvimento Regional, além de mais exigente, pode ser mais difícil.', 'D'
